id,Title,Ingredients,Steps,Loves,URL,Total Porsi,Waktu Memasak,Category,Title Cleaned,Total Ingredients,Ingredients Cleaned,Total Steps,Total Porsi (Floor),Waktu Memasak (Floor)
746,Ayam Serondeng,"10 potong ayam ungkep kuning, atau ayam ungkep bumbu putih juga bisa yg gak pake kunyit, cuman bawang putih, jahe dan lengkuas--3 sdt air asam jawa, dari asam jawa yg dilarutkan--1/2 butir kelapa yg tidak terlalu tua--Minyak goreng secukupnya untuk menggoreng ayam--1 batang serai besar peprek--4 lembar daun jeruk kembar--Bumbu Halus--3 buah bawang merah--2 buah bawang putih--1 sdt ketumbar sangrai--1/4 sdt jintan sangrai--5 buah cabai keriting merah--1 ibu jari lengkuas--1 sdt garam--3 sdt gula pasir--1 sdt masako sapi--","1) Goreng ayam ungkep kuning lalu sisihkan
2) Campur bumbu halus daun2an dan kelapa parut
3) Nyalakan apinya sedang saja kalau saya sebesar itu apinya mencegah agar tidak cepat gosyong
4) Lalu masak dengan diaduk sesekali tanpa minyak, di foto ini serondeng mulai 1/2 kering nah justru saat inilah penderitaan kita dimulai kita gak boleh lepas mengaduk biar gak gosyong
5) Ini sudah mulai nampak serondeng mulai kering ciri2nya kelapanya sudah tidak menyatu dan saat diaduk sudah mulai ringan, tapi tetap jangan lengah ya harus terus diaduk
6) Nah saat ini serondeng memasuki fase mulai menampakan beberapa bagian yang sudah coklat tua, tips dari saya angkat wajannya dan mulai aduk sampai warna coklatnya merata lalu taruh lagi wajan di kompor dengan api yg menyala dan tetap besar apinya stabil seperti pertama kali, Insha Allah serondengnya gak akan gosong 1/2 bagian
7) Alhamdulilah serondeng kita jadi cyin joget joget  lebayy hahaha, kurleb seperti ini penampakan serondeng yg berhasil tanpa gosong test rasa ya kalau masih kurang bisa ditambahkan gula atau garamnya karena rasanya akan beda saat kelapa masih mentah, kalau saya 1/2 bagian saya masukan toples kedap udara berisi kacang tanah goreng lalu diaduk rata lumayan buat laukan keringan, dan 1/2 lagi baru saya campur dengan ayam yg kita goreng tadi
8) Ini nih penampakan hasil akhirnya, saya biasanya ttp nambah serondeng yg dicampur kacang tanah goreng tadi buat dibalurin ke nasi panas abis kurang hahaha, sedapppp deh pokoknyaaa jadi lapar lagi kannnn",7,https://cookpad.com/id/resep/4411753-ayam-serondeng,3,47,ayam,ayam serondeng,16,"potong ayam ungkep kuning , ayam ungkep bumbu putih pake kunyit , cuman bawang putih , jahe lengkuas , asam jawa , asam jawa dilarutkan , kelapa tua , minyak goreng ayam , serai peprek , daun jeruk kembar , bumbu halus , bawang merah , bawang putih , biji ketumbar , jinten sangrai , cabai keriting merah , lengkuas , garam , gula pasir , masako sapi",8,3,47
747,Ayam kampung bakar madu,1 kg ayam kampung--3 siung bawang merah--2 siung bawang putih--2 sdm kecap manis--1 sdt gula pasir--1 sdt garam--1 sdm madu--2 lembar daun salam--,"1) Cuci bersih daging ayam, haluskan smua bumbu
2) Rebus ayam bersama bumbu, setelah mendidih gula, garam, kecap, dmasukkan sambil diaduk
3) Tunggu sampai air menyusut. Setelah air menyusut matikan kompor kemudian masukkan 1 sdm madu sambil diaduk.
4) Setelah itu bakar dalam panggangan, bolak balik agar tdk gosong
5) Ayam kampung bakar madu siap dhidangkan",8,https://cookpad.com/id/resep/4411883-ayam-kampung-bakar-madu,5,38,ayam,ayam kampung bakar madu,8,"ayam kampung , bawang merah , bawang putih , kecap manis , gula pasir , garam , madu , daun salam",5,5,38
748,Chicken Steak with Basil Cream Cheese,2 buah dada ayam--1 lembar kemangi (iris2 kecil daunnya)--200 gr cooking cream--60 gr quick melted cheese--50 gr mozarella--Secukupnya garam--Secukupnya lada--Secukupnya gula--,"1) Lumuri ayam dg lada & garam. Diamkan 10 menit, lalu panggang sampai 3/4 matang. Angkat & sisihkan.
2) Masak cooking cream, quick melt cheese, irisan daun kemangi, lada, garam dan gula. Aduk2 sampai meletup.
3) Susun ayam didalam loyang. Tuang saus cream kemangi yg sudah matang. Tambahkan mozarella atasnya.
4) Panggang di oven dalam suhu 180'C selama 30 menit.
5) Siap dihidangkan!",14,https://cookpad.com/id/resep/4412014-chicken-steak-with-basil-cream-cheese,5,38,ayam,chicken steak with basil cream cheese,8,"dada ayam , kemangi daunnya , cooking cream , quick melted cheese , mozarella , garam , lada , gula",5,5,38
749,Opor ayam,1/2 kg ayam potong--1 buah kelapa tua--1 buah sereh--2 daun jeruk--2 daun salam--lengkuas--bahan yg dihaluskan--13 bawang merah--2 bawang putih--15 cabe rawit--1 biji kunyit--1/2 cm jahe--4 biji kemiri--sedikit ketumbar--,"1) Rebus ayam sekitar 10 menitan.
2) Haluskan bumbu, lalu tumis dengan sedikit minyak, masukan bahan-bahan lainnya. setelah harum masukkan ayam yg telah di rebus dan tambahkan kaldu dri air rebusan ayam. tutup wajan hingga mendidih
3) Masukkan ke dalan santan, tambahkan masako, garam dan gula. jgn lupa koreksi rasa",9,https://cookpad.com/id/resep/4412138-opor-ayam,8,46,ayam,opor ayam,14,"ayam potong , kelapa tua , serai , daun jeruk , daun salam , lengkuas , dihaluskan , bawang merah , bawang putih , cabe rawit , biji kunyit , jahe , kemiri , ketumbar",3,8,46
750,Soto Mie Ayam,1/4 kg dada ayam--1 bh jeruk nipis--1 bh daun bawang--1 bh mie telur--1 bh bihun jagung--secukupnya minyak goreng--Secukupnya air--bumbu halus--2 siung bawang putih--4 siung bawang merah--1 bh kemiri--secukupnya ketumbar bubuk--secukupnya kunyit bubuk--secukupnya lada bubuk--secukupnya garam--1 batang sereh di geprek--1 ruas lengkuas di geprek--1 ruas jahe di geprek--1 lembar daun salam--pelengkap--Bawang goreng--kerupuk--Gorengan--,"1) Cuci bersih ayam ambil potong dadu dan lumuri dengan jeruk nipis diamkan 2-5 menit
2) Bumbu dihaluskan
3) Cuci bersih ayam yang sudah dilumuri jeruk nipis
4) Panaskan panci berisi air, masukkan bumbu halus, berikut sereh, lengkuas, jahe, daun salam kemudian baru masukkan ayam yang telah dibersihkan.
5) Siapkan mie telur dan bihun rendam dengan air termos jangan lupa tambahkan minyak goreng sedikit supaya mie tidak menempel saat ditiriskan
6) Potong-potong daun bawang dan masukkan kedalam panci. sambil diaduk-aduk dan cek rasa.
7) Tata mie telur dan bihun dimangkok tuang kuah soto berikut potongan ayamnya sajikan dengan taburan bawang goreng, kerupuk dan potongan gorengan supaya lebih nikmat.",9,https://cookpad.com/id/resep/4412146-soto-mie-ayam,3,51,ayam,soto mie ayam,23,"dada ayam , jeruk nipis , daun bawang , mie telur , bihun jagung , minyak goreng , air , bumbu halus , bawang putih , bawang merah , kemiri , biji ketumbar , kunyit , lada , garam , serai geprek , lengkuas , jahe , daun salam , pelengkap , bawang goreng , kerupuk , gorengan",7,3,51
751,Opor Ayam Keto/lcd(Low Carb Diet),"6 potong ayam--bumbu halus :--5 siung bawang merah--1 sdm bawang putih halus (yg ada di stok)--1 ruas kunyit--2 butir kemiri--1 sdt ketumbar--bumbu kering :--lengkuas di geprek--sereh digeprek--daun salam--daun jeruk--garam,lada dan penyedap--santan (saya pake klatu)--daun bawang iris2--4 butir cabe rawit merah atau sesuai selera--","1) Ayam direbus, bagi dua air kaldunya. 1 untuk opor 1 lagi disimpan untuk stok kuah kaldu
2) Goreng ayam seperlunya,angkat sisihkan.
3) Didihkan air kaldu,sambil menunggu mendidih
4) Tumis bumbu halus dan bumbu kering hingga wangi.
5) Masukkan bumbu ke air kaldu yang sudah mendidih
6) Masukan juga ayam yg sdh digoreng masukan santan kental
7) Tambahkan daun bawang dan cabe rawit. setelah ayam empuk angkat dan sajikan hangat.",3,https://cookpad.com/id/resep/4412156-opor-ayam-ketolcdlow-carb-diet,3,49,ayam,opor ayam keto/lcd ( low carb diet ),16,"potong ayam , bumbu halus , bawang merah , bawang putih halus stok , kunyit , kemiri , ketumbar , bumbu kering , lengkuas , serai digeprek , daun salam , daun jeruk , garam , lada penyedap , santan pake klatu , daun bawang , cabe rawit merah",7,3,49
752,Ungkep Ayam Bumbu Kuning,"1 ekor ayam potong 10 buang kulitnya--6 lembar Daun jeruk kembar--2 batang serai yang besar peprek--5 lembar daun salam--Bumbu Halus--6 buah bawang putih--1 ibu jari jahe--1 sdm ketumbar--3 jari telunjuk lengkuas saya sengaja banyak biar ada kremesannya--1 jari telunjuk kunyit--1 sdt garam, dirasa2 kalau kurang asin tinggal ditambahkan--1 sdt masako ayam--","1) Cuci bersih ayam yg sudah dibuang kulitnya lalu balurkan bumbu halus dan daun2nan
2) Siapkan wajan agak besar biar ayamnya bisa dilebarkan jd gak numpuk 1 titik biar matangnya merata, saya gak pernah pake air, jadi biar ayamnya yg mengeluarkan air dan minyak itu salah satu tips yg tidak membuat ayam amis, ungkep sambil dibalik hanya sekali saja setiap sisi ayam, gak usah sampai air ayam habis cukup sampai darah dr ayamnya berhenti keluar biar gak hancur ayamnya
3) Tadaaa udah jadi deh siap di taruh di freezer atau langsung di goyeng dap dap dap",6,https://cookpad.com/id/resep/4411745-ungkep-ayam-bumbu-kuning,7,45,ayam,ungkep ayam bumbu kuning,12,"ayam potong buang kulitnya , daun jeruk kembar , serai peprek , daun salam , bumbu halus , bawang putih , jahe , ketumbar , telunjuk lengkuas sengaja biar kremesannya , telunjuk kunyit , garam , dirasa asin tinggal , masako ayam",3,7,45
753,Sop Ayam,1/2 ekor ayam kampung--1/2 kg wortel--1/2 bh kubis--1/4 kg buncis--1/4 kg kembang kol--3 batang bawang pre--5 batang seledri--2 sdm bawang merah goreng--Bumbu:--7 siung bawang putih--1/2 sdt merica bubuk--secukupnya Gula pasir & garam--secukupnya Minyak goreng--,"1) Cuci bersih ayam, potong². Kupas cuci & potong² sayuran
2) Rebus ayam dlm air mendidih hingga empuk, buang busanya
3) Masukkan wortel & buncis
4) Rajang kasar daun bawang pre. Potong² seledri
5) Sementara itu, geprek bawang putih, tumis dlm minyak hingga harum, masukkan daun bawang pre tumis hingga layu.
6) Masukkan tumisan kdlm rebusan, bumbui gula garam merica, masukkan kembang kol
7) Cek rasa, masukkan kubis & seledri
8) Didihkan sekali lagi, masukkan brambang goreng sambil diremas. Aduk, matikan api.
9) Sop panas siap disajikan
10) Kuah bening kaldu ayamnya segeeeerrr....",12,https://cookpad.com/id/resep/4409312-sop-ayam,2,39,ayam,sop ayam,13,"ayam kampung , wortel , kubis , buncis , kembang kol , batang bawang pre , batang seledri , bawang merah goreng , bumbu , bawang putih , merica bubuk , gula pasir & garam , minyak goreng",10,2,39
754,Ayam Cabe Ijo,5 potong paha ayam cuci bersih--10 butir bawang merah--6 butir bawang putih--1 ruas kunyit--1 sdt ketumbar bubuk--5 lembar daun salam--1 batang sereh--secukupnya garam--minyak untuk menggoreng--air secukupnya untuk merebus--1/4 kg cabe ijo--10 biji cabe rawit merah--5 lembar daun jeruk--,"1) Step 1 : Uleg 5 butir bawang merah, 3 butir bawang putih dan kunyit. Kemudian didihkan air, masukkan bahan yg sudah di uleg ditambah daun salam, sereh serta ketumbar bubuk, masukkan ayam. Tambahkan garam tes rasa, tunggu sampai ayam empuk, tiriskan
2) Step 2 : Rebus cabe ijo, cabe rawit merah, sisa bawang merah dan putih sampai layu, tiriskan kemudian blender (diuleg jg boleh) jangan terlalu halus ya moms. Sisihkan
3) Goreng ayam yg sudah ditiriskan sampai kuning kecoklatan, sisihkan
4) Siapkan minyak untuk menumis bumbu cabe ijo yg udah di blender. Tumis hingga harum dengan ditambah daun jeruk. Beri garam dan tes rasa.. Masak hingga tanak supaya gak bau langu pada cabai. Setelah itu masukkan ayam yg sudah di goreng. Aduk rata dan siap disajikan",3,https://cookpad.com/id/resep/4366881-ayam-cabe-ijo,6,44,ayam,ayam cabe ijo,13,"potong paha ayam , bawang merah , bawang putih , kunyit , biji ketumbar , daun salam , serai , garam , minyak , air merebus , cabe ijo , biji cabe rawit merah , daun jeruk",4,6,44
755,Chicken Cordon Blue,500 gr dada ayam fillet--2 lembar smoke beef--250 gr Tepung panir--secukupnya Keju kraft quick melt--2 buah telur--secukupnya Garam merica--,"1) Cuci bersih daging ayam, lumuri dengan garam dan merica secukupnya, lalu simpan dalam lemari es selama setengah hari agar merasuk bumbunya
2) Siapkan 2 lembar smoke beef, lalu masukkan kedalam daging ayam yg sebelumnya dibelah tengahnya jangan sampai putus, kemudian masukkan keju quick melt juga
3) Setelah itu ayam yg sdh diisi smoke beef dan keju masukkan kedalam kocokan telur, celupkan kedalam tepung panir, celupkan lagi dalam telur, kemudian celupkan dalam tepung panir, simpan dalam lemari es lg agar lebih padat selama 30 menit
4) Goreng ayam dalam minyak yg agak banyak dgn api sedang hingga kecoklatan, pastikan keju tidak keluar
5) Setelah matang, tiriskan dan potong2 ayam, sajikan selagi panas saat keju meleleh, dicocol dengan saos tomat dan sambal
6) Selamat menikmati",8,https://cookpad.com/id/resep/4411647-chicken-cordon-blue,8,36,ayam,chicken cordon blue,6,"dada ayam fillet , smoke beef , tepung panir , keju kraft quick melt , telur , garam merica",6,8,36
756,Tongseng Ayam,1 pasang dada ayam--Bumbu halus :--5 siung bawang merah--3 siung bawang putih--3 buah kemiri sangrai--1/2 sdt jinten--1/2 sdt lada putih bubuk--secukupnya Garam--Bumbu lainnya:--5 buah cengkeh--3 cm lengkuas digeprek--1 batang sereh geprek--5 lembar daun jeruk--3 buah kapulaga--3 sdm kecap manis--Pelengkap:--Tomat potong-potong--Kol potong kasar--Bawang bombay (tambahan dari saya)--,"1) Bahan bumbu halus diblender, bisa juga diuleg, kemudian tumis dengan sedikit minyak sampai harum, menyusul masukkan bumbu rempah lainnya.
2) Kemudian masukkan dada ayam yang sudah dipotong kotak2, tumis kembali sampai setengah matang, tambahkan air, masak sampai matang.
3) Terakhir masukkan tomat dan kol hingga matang kembali, cicipi, hidangkan",6,https://cookpad.com/id/resep/3677118-tongseng-ayam,7,44,ayam,tongseng ayam,19,"pasang dada ayam , bumbu halus , bawang merah , bawang putih , kemiri , jinten , lada , garam , bumbu , cengkeh , lengkuas , serai geprek , daun jeruk , kapulaga , kecap manis , pelengkap , tomat potong potong , kol potong kasar , bawang bombai tambahan",3,7,44
757,Ayam goreng bawang daun jeruk,"1/2 kg ayam (cuci lalu rebus sebentar)--5 siung bawang putih utuh--5 lbr daun jeruk--bahan² yg dihaluskan--3 siung bawang merah--6 siung bawang putih--1 ruas jahe--1 ruas kunyit--3 sdm--1 bh telur--secukupnya garam, gula, merica & ketumbar bubuk--minyak utk menggoreng--","1) Campur semua bahan yg dihaluskan di dalam baskom, lalu tambahkan meizena dan telur serta garam, gula & merica serta ketumbar bubuk.. aduk sampai tercampur
2) Masukkan ayam yg sudah di rebus sebentar lalu diam (marinasi) kira2 30 menit di dalam kulkas
3) Saat menggoreng : geprek bawang putih utuh (tdk perlu di kupas) dan daun jeruk sampai wangi..
4) Angkat bawang dan daun jeruk, lalu biar kan minyak yg bekas gorengan bawang putih tadi
5) Lalu goreng ayam (saran : jgn trlalu garing biar tetap empuk)
6) Sajikan",1,https://cookpad.com/id/resep/4400608-ayam-goreng-bawang-daun-jeruk,5,43,ayam,ayam goreng bawang daun jeruk,12,"ayam rebus sebentar , bawang putih utuh , daun jeruk , bahan² dihaluskan , bawang merah , bawang putih , jahe , kunyit , telur , garam , gula , merica & biji ketumbar , minyak utk",6,5,43
758,Ayam Sambal Bawang Goreng Tumis,1/4 kg Ayam--Bahan ukep--secukupnya Garam--secukupnya Mecin--1 butir Asam jawa (Saya pakai  tulangnya)--Bahan Sambal--13 Siung Bawang Merah (lebih banyak lebih enak)--1 Siung Bawang Putih--2 bh cabe rawit--1 bh cabe keriting--2 bh tomat--Garam--Mecin--Gula--,"1) Cuci bersih ayam, kemudian tambahkan air untuk mengungkep, kemudian tambahkan garam, mecin, dan asam. Biarkan hingga matang dan berubah warna dan airnya berkurang
2) Panaskan minyak, kemudian goreng ayam hingga berwarna kecoklatan, angkat, dan sisihkan.
3) Iris-iris semua bahan sambal. Setelah itu panaskan minyak, kemudian tumis semua bahan. Tambahkan garam, gula, dan mecin secukupnya. Setelah sambal matang, masukkan ayam dan aduk hingga merata. Sajikan.",6,https://cookpad.com/id/resep/4411565-ayam-sambal-bawang-goreng-tumis,8,46,ayam,ayam sambal bawang goreng tumis,14,"ayam , ukep , garam , mecin , asam jawa tulangnya , sambal , bawang merah enak , bawang putih , cabe rawit , cabe keriting , tomat , garam , mecin , gula",3,8,46
759,Ayam Geprek Pedas,"1/2 kg ayam--Tepung jadi sajiku (aku pakai yang pedas)--1 buah telur ayam--Bahan sambal :--5 buah bawang merah--3 buah bawang putih--2 buah cabe merah besar--7 buah cabe rawit (sesuai selera)--secukupnya Gula, garam--Minyak untuk menggoreng--","1) Potong kecil2 ayam (sesuai selera), lumuri dengan telur yang sudah diaduk, selanjutnya baluri tepung sajiku. Goreng hingga matang
2) Untuk membuat sambal, goreng terlebih dahulu bahan2nya (setengah matang saja)
3) Ulek sambal (jangan terlalu halus). Masukkan ayam / tempe. Ulek jadi satu dng sambalnya. Aduh hingga merata.
4) Ayam geprek siap dimakan dengan nasi hangat. Ditambah lalapan juga lebih mantaapp. Selamat mencobaaaa",13,https://cookpad.com/id/resep/4411685-ayam-geprek-pedas,7,36,ayam,ayam geprek pedas,10,"ayam , tepung sajiku pedas , telur ayam , sambal , bawang merah , bawang putih , cabe merah , cabe rawit , gula , garam , minyak",4,7,36
760,Sate ayam teflon simple,1 kg Dada ayam fillet potong dadu--bumbu ayam :--4 siung bawang putih--1 sdt ketumbar--1 ruas kunyit--secukupnya Garam--bumbu kacang :--1/2 kg kacang tanah di goreng--5 siung bawang putih digoreng utuh dengan kacang--secukupnya Garam--secukupnya Air--Secukupnya kecap manis--4 siung bawang merah mentah iris tipis untuk taburan bumbu--,"1) Ambil daging ayam lalu potong dadu, campur dengan bumbu ayam yg telah dihaluskan kemudian tusuk menggunakan tusuk sate
2) Olesankn daging ayam menggunakan campuran kecap dan minyak bisa diberikan bawang goreng jika ingin lebih harum
3) Bakar sate menggunkan teflon dengan api kecil
4) BUMBU KACANG: haluskan kacang tanah dan bawang putih yg telah digoreng, kemudian masak kembali bila terlalu kental bisa ditambahkn air secukupnya, dan garam secukupnya.. Jika telah mendidih tambahkan kecap manis dan irisan bawang merah mentah
5) Sate ayam hemat siap disantap abaikan foto yang jelek soalnya langsung mau dimakan",8,https://cookpad.com/id/resep/4408978-sate-ayam-teflon-simple,4,46,ayam,sate ayam teflon simple,13,"dada ayam fillet potong dadu , bumbu ayam , bawang putih , ketumbar , kunyit , garam , bumbu kacang , kacang tanah goreng , bawang putih digoreng utuh kacang , garam , air , kecap manis , bawang merah mentah tipis taburan bumbu",5,4,46
761,Ayam cabai hijau,250 gr daging ayam--1 buah Tahu putih--65 gr santan (santan instan kara)--5 siung bawang putih--5 siung bawang merah--secukupnya Garam--Secukupnya gula merah--5 buah cabai hijau--Secukupnya serai--Secukupnya daun salam--secukupnya Air putih--,"1) Haluskan bawang merah, bawang putih, dan garam
2) Tumis bumbu yang sudah di haluskan, cabai hijau, daun salam, dan daun serai. Tumis hingga harum.
3) Tambahkan air putih secukupnya
4) Masukan santan kara dan daging ayam
5) Masak hingga mendidih dan masukan tahu
6) Masak hingga daging empuk",6,https://cookpad.com/id/resep/4411795-ayam-cabai-hijau,5,40,ayam,ayam cabai hijau,11,"daging ayam , tahu putih , santan santan instan kara , bawang putih , bawang merah , garam , gula merah , cabai hijau , serai , daun salam , air putih",6,5,40
